company,specific_bean_origin_or_bar_name,review_date,cocoa_percent,company_location,rating,Bean_Type,country_of_bean_origin,trinitario_bean,criollo_bean,blend_bean,forastero_bean,new_rating
Blanxart,Organic Dark,2009,72.0,Spain,2,,Blend,,,,,3
Blanxart,"Congo, Grand Cru",2013,82.0,Spain,3,,Congo,,,,,4
Blue Bandana,Madagascar,2012,70.0,U.S.A,3,,Madagascar,,,,,5
Blue Bandana,Guatemala,2012,70.0,U.S.A,3,,Guatemala,,,,,4
Blue Bandana,"Akesson's E., Sambirano V.",2016,82.0,U.S.A,3,,Madagascar,,,,,4
Blue Bandana,Kokoa Kamili,2016,75.0,U.S.A,3,,Tanzania,,,,,4
Blue Bandana,Zorzal Reserva,2016,75.0,U.S.A,3,,Dominican republic,,,,,3
Blue Bandana,Lachua,2016,75.0,U.S.A,2,,Guatemala,,,,,3
Boho,Maya Mtn,2017,70.0,U.S.A,2,,Belize,,,,,3
Bonaterra,"Tawau, Borneo Island",2019,74.0,Malaysia,3,,Malaysia,,,,,4
Bonaterra,"Kota Marudu, Borneo Island",2019,72.0,Malaysia,2,,Malaysia,,,,,3
Bonaterra,"Keningau, Borneo Island",2019,68.0,Malaysia,2,,Malaysia,,,,,2
Bonnat,"Maracaibo, El Rosario",2006,75.0,France,4,,Venezuela,,,,,6
Bonnat,Chuao,2006,75.0,France,4,,Venezuela,,,,,6
Bonnat,"Carribean, Trinite",2006,75.0,France,3,,Blend,,,,,5
Bonnat,"Ocumare, Puerto Cabello",2006,75.0,France,3,,Venezuela,,,,,5
Bonnat,Madagascar,2006,75.0,France,3,,Madagascar,,,,,5
Bonnat,Ceylan,2006,75.0,France,3,,Sri lanka,,,,,3
Bonnat,Equateur,2007,75.0,France,2,,Ecuador,,,,,2
Bonnat,"Porcelana, Venezuela",2008,75.0,France,4,,Venezuela,,,,,6
Bonnat,Ivory Coast,2009,75.0,France,3,,Ivory coast,,,,,3
Bonnat,"Porcelana, Tabasco, Marfil de Blanco",2009,75.0,France,3,,Mexico,,,,,3
Bonnat,"Xoconusco, cacao Real",2009,75.0,France,3,,Mexico,,,,,3
Bonnat,"Porcelana, Apotequil",2009,75.0,France,2,,Peru,,,,,3
Bonnat,Haiti,2011,75.0,France,4,,Haiti,,,,,6
Bonnat,"Madagascar, 100% criollo",2011,75.0,France,4,,Madagascar,,,,,6
Bonnat,Libanio,2011,75.0,France,3,,Brazil,,,,,5
Bonnat,Cuba,2011,75.0,France,3,,Cuba,,,,,4
Bonnat,"Cusco, Cacao Cusco",2011,75.0,France,3,,Peru,,,,,4
Bonnat,Piura Blanco,2011,75.0,France,3,,Peru,,,,,4
Bonnat,Juliana,2011,75.0,France,3,,Brazil,,,,,4
Bonnat,Jamaique,2011,75.0,France,3,,Jamaica,,,,,4
Bonnat,Maragnam,2013,75.0,France,3,,Brazil,,,,,4
Bonnat,Gabon,2013,75.0,France,3,,Gabon,,,,,4
Bonnat,Kaori,2014,75.0,France,4,,Brazil,,,,,6
Bonnat,"Surfin, Venez,Africa,Brasil,Peru,Mex",2014,65.0,France,3,,Blend,,,,,5
Bonnat,"Los Colorados, Santo Domingo, Equateur",2014,75.0,France,3,,Dominican republic,,,,,4
Bonnat,Selva Maya,2016,75.0,France,3,,Mexico,,,,,4
Bonnat,Madre de Dios,2018,75.0,France,4,,Peru,,,,,6
Bonnat,"El Rosario, Xoconuzco, Cusco, Sambirano",2018,75.0,France,4,,Blend,,,,,6
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",2009,77.0,Ecuador,3,,Ecuador,,,,,4
Box Chocolate,Zorzal,2018,72.0,U.S.A,3,,Dominican republic,,,,,4
Brasstown,Ucayali,2018,70.0,U.S.A,3,,Peru,,,,,5
Brasstown,Esmeraldas,2018,75.0,U.S.A,3,,Ecuador,,,,,4
Brasstown aka It's Chocolate,"Ghana, batch 021813",2013,75.0,U.S.A,3,,Ghana,,,,,4
Brasstown aka It's Chocolate,"Chuao, Mantuano blend, batch 23613",2013,85.0,U.S.A,3,,Venezuela,,,,,4
Brasstown aka It's Chocolate,"Camino Verde, Guayas",2013,70.0,U.S.A,3,,Ecuador,,,,,4
Brasstown aka It's Chocolate,Cooproagro,2013,72.0,U.S.A,3,,Dominican republic,,,,,3
Brasstown aka It's Chocolate,Chuao,2014,70.0,U.S.A,4,,Venezuela,,,,,6
Brasstown aka It's Chocolate,Maya Mountain,2014,70.0,U.S.A,3,,Belize,,,,,5
Brasstown aka It's Chocolate,"Conacado, batch 001515",2015,68.0,U.S.A,3,,Dominican republic,,,,,5
Brasstown aka It's Chocolate,"O'payo, Waslala",2016,70.0,U.S.A,3,,Nicaragua,,,,,5
Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",2016,70.0,U.S.A,3,,Venezuela,,,,,4
Brasstown aka It's Chocolate,Manabi,2017,75.0,U.S.A,3,,Ecuador,,,,,5
Brasstown aka It's Chocolate,Elvesia P.,2017,70.0,U.S.A,3,,Dominican republic,,,,,4
Brasstown aka It's Chocolate,"Wild Bolivia, Sucre",2018,70.0,U.S.A,4,,Bolivia,,,,,6
Brazen,"Alta Verapaz, 2014, batch 69",2015,70.0,U.S.A,3,,Guatemala,,,,,4
Brazen,Elvesia P.,2015,80.0,U.S.A,3,,Dominican republic,,,,,4
Brazen,Maya Mountain,2015,80.0,U.S.A,3,,Belize,,,,,4
Brazen,Ambolikapkly P.,2015,60.0,U.S.A,3,,Madagascar,,,,,4
Brazen,Elvesia P.,2015,60.0,U.S.A,3,,Dominican republic,,,,,3
Brazen,Ambolikapiky P.,2015,80.0,U.S.A,2,,Madagascar,,,,,3
Breeze Mill,Jamaica,2013,70.0,U.S.A,3,,Jamaica,,,,,3
Bright,Marabel Farms,2014,70.0,Australia,3,,Dominican republic,,,,,4
Bright,"Camino Verde, Balao, Guayas",2014,72.0,Australia,3,,Ecuador,,,,,4
Bright,Somia Plantation,2014,72.0,Australia,3,,Madagascar,,,,,3
Bright,Gran Couva,2014,68.0,Australia,2,,Trinidad,,,,,3
Britarev,Ecuador,2015,70.0,Russia,3,,Ecuador,,,,,4
Bronx Grrl Chocolate,Dominican Republic,2013,68.0,U.S.A,2,,Dominican republic,,,,,3
Bullion,"Lanquin, No.3, Batch 21, 2016",2018,70.0,U.K,3,,Guatemala,,,,,3
Bullion,"Alto Beni, No.2, Batch 17, 2016",2018,70.0,U.K,2,,Bolivia,,,,,2
Burnt Fork Bend,"Mindo, batch 01040914",2014,72.0,U.S.A,3,,Ecuador,,,,,4
Burnt Fork Bend,"Trinidad, batch 05050114",2014,72.0,U.S.A,3,,Trinidad,,,,,4
Burnt Fork Bend,Belize,2014,72.0,U.S.A,3,,Belize,,,,,4
Burnt Fork Bend,Blend,2014,72.0,U.S.A,3,,Blend,,,,,4
Burnt Fork Bend,"Ecuador, Bob Bar",2014,60.0,U.S.A,2,,Ecuador,,,,,2
By Cacao,Ecuador,2019,70.0,South Korea,3,,Ecuador,,,,,3
Cacai Cacao,Davao,2019,70.0,Taiwan,3,,Philippines,,,,,4
Cacai Cacao,Pingtung,2019,70.0,Taiwan,3,,Taiwan,,,,,4
Cacao 70,Beniano,2019,70.0,Canada,3,,Bolivia,,,,,5
Cacao 70,Asochivite,2019,70.0,Canada,3,,Guatemala,,,,,4
Cacao 70,"Monte Grande, lot 001180312",2019,70.0,Canada,3,,Guatemala,,,,,3
Cacao Arabuco,Puerto Rico,2015,70.0,Puerto rico,2,,Puerto rico,,,,,2
Cacao Atlanta,Dominican Republic w/ nibs,2010,75.0,U.S.A,2,,Dominican republic,,,,,3
Cacao Atlanta,"Dominican Republic, ""Love Bar""",2010,75.0,U.S.A,2,,Dominican republic,,,,,2
Cacao Atlanta,Patanemo,2010,75.0,U.S.A,2,,Venezuela,,,,,2
Cacao Atlanta,Tumbes,2014,75.0,U.S.A,2,,Peru,,,,,2
Cacao Barry,Mexico,2007,66.0,France,3,,Mexico,,,,,3
Cacao Barry,Venezuela,2007,72.0,France,2,,Venezuela,,,,,6
Cacao Barry,Tanzania,2008,75.0,France,2,,Tanzania,,,,,6
Cacao Barry,Santo Domingo,2010,70.0,France,3,,Dominican republic,,,,,3
Cacao Barry,Grand 'Anse,2016,65.0,France,3,,Haiti,,,,,4
Cacao Betulia,"H. Betulia, Antioquia, B6",2018,72.0,Switzerland,3,,Colombia,,,,,5
Cacao Betulia,"H. Betulia, Antioquia, B9",2018,72.0,Switzerland,3,,Colombia,,,,,3
Cacao Betulia,"H. Betulia, Antioquia, B8",2018,72.0,Switzerland,2,,Colombia,,,,,2
Cacao de Origen,"Chuao, Aragua region, H. La Trinidad",2014,70.0,Venezuela,3,,Venezuela,,,,,5
Cacao de Origen,"Chuao, Aragua region, H. La Trinidad",2014,75.0,Venezuela,3,,Venezuela,,,,,4
Cacao de Origen,"Macuare; Miranda; Chloe formula, H. La Trinidad",2014,74.0,Venezuela,3,,Venezuela,,,,,4
Cacao de Origen,"Agua Fria; Sucre region, H. La Trinidad",2014,75.0,Venezuela,2,,Venezuela,,,,,2
Cacao de Origen,Chuao,2015,77.0,Venezuela,3,,Venezuela,,,,,4
Cacao de Origen,Hacienda la Trinidad,2015,74.0,Venezuela,3,,Venezuela,,,,,4
Cacao de Origen,Rio Caribe,2015,75.0,Venezuela,3,,Venezuela,,,,,4
Cacao de Origen,Carupano Pintao,2018,75.0,Venezuela,2,,Venezuela,,,,,3
Cacao de Origen,Canoabo,2019,70.0,Venezuela,3,,Venezuela,,,,,3
Cacao de Origen,"Barlovento, Familia Rojas",2019,75.0,Venezuela,2,,Venezuela,,,,,2
Cacao Hunters,Sierra Nevada,2014,64.0,Colombia,3,,Colombia,,,,,4
Cacao Hunters,Tumaco,2014,70.0,Colombia,3,,Colombia,,,,,4
Cacao Hunters,Arauca,2014,70.0,Colombia,3,,Colombia,,,,,4
Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",2014,69.0,Colombia,2,,Colombia,,,,,3
Cacao Hunters,Arhuacos,2015,72.0,Colombia,3,,Colombia,,,,,5
Cacao Hunters,Macondo,2016,71.0,Colombia,3,,Colombia,,,,,5
Cacao Hunters,Perla Negra,2016,74.0,Colombia,3,,Colombia,,,,,5
Cacao Market,"Jutiapa, lot 050916D",2016,70.0,U.S.A,3,,Honduras,,,,,4
Cacao Prieto,Dominican Republic,2011,66.0,U.S.A,3,,Dominican republic,,,,,5
Cacao Prieto,"Dominican Republic, rustic",2011,65.0,U.S.A,3,,Dominican republic,,,,,4
Cacao Prieto,"Dominican Republicm, rustic",2011,72.0,U.S.A,3,,Dominican republic,,,,,3
Cacao Prieto,"Criollo, Dominican Republic",2012,72.0,U.S.A,3,,Dominican republic,,,,,5
Cacao Sampaka,"Porcelana, Tabasco, La Joya",2009,70.0,Spain,4,,Mexico,,,,,6
Cacao Sampaka,"Xoconusco, Chiapas, cacao Real",2009,70.0,Spain,4,,Mexico,,,,,6
Cacao Sampaka,Papua,2010,71.0,Spain,4,,Papua new guinea,,,,,6
Cacao Sampaka,Ecuador,2010,71.0,Spain,3,,Ecuador,,,,,5
Cacao Sampaka,Madagascar,2010,71.0,Spain,3,,Madagascar,,,,,4
Cacao Sampaka,Venezuela,2010,71.0,Spain,3,,Venezuela,,,,,4
Cacao Sampaka,Venezuela,2010,77.0,Spain,3,,Venezuela,,,,,4
Cacao Sampaka,Grenada,2010,71.0,Spain,3,,Grenada,,,,,4
Cacao Sampaka,"Mahali, Kasai",2016,70.0,Spain,3,,Congo,,,,,4
Cacao Store,Vietnam,2015,70.0,Japan,3,,Vietnam,,,,,4
Cacao Store,Peru,2015,70.0,Japan,3,,Peru,,,,,4
Cacao Store,Madagascar,2015,70.0,Japan,3,,Madagascar,,,,,3
Cacaosuyo,Chuncho-Cuzco,2019,70.0,Peru,3,,Peru,,,,,3
Cacaosuyo (Theobroma Inversiones),Piura,2013,70.0,Peru,3,,Peru,,,,,4
Cacaoyere (Ecuatoriana),Amazonia,2008,63.0,Ecuador,3,,Ecuador,,,,,4
Cacaoyere (Ecuatoriana),Esmeraldas,2008,71.0,Ecuador,3,,Ecuador,,,,,4
Cacaoyere (Ecuatoriana),Bolivar,2008,82.0,Ecuador,2,,Ecuador,,,,,2
Cacaoyere (Ecuatoriana),Pichincha,2008,91.0,Ecuador,1,,Ecuador,,,,,1
C-Amaro,Trinidad,2011,70.0,Italy,2,,Trinidad,,,,,2
C-Amaro,Sao Tome,2011,78.0,Italy,2,,Sao tome,,,,,2
C-Amaro,Venezuela,2012,80.0,Italy,3,,Venezuela,,,,,3
C-Amaro,Ecuador,2013,100.0,Italy,3,,Ecuador,,,,,4
C-Amaro,"Lago di Como, Blu",2014,70.0,Italy,3,,Blend,,,,,4
C-Amaro,Dominican Republic,2014,72.0,Italy,3,,Dominican republic,,,,,3
C-Amaro,Cuba,2014,75.0,Italy,2,,Cuba,,,,,2
Cao,Brazil,2016,70.0,U.S.A,3,,Brazil,,,,,4
Cao,"Porcelana, Batch 5163",2016,70.0,U.S.A,3,,Venezuela,,,,,3
Cao,Bolivia,2016,75.0,U.S.A,3,,Bolivia,,,,,3
Cao,Tanzania,2016,73.0,U.S.A,2,,Tanzania,,,,,3
Cao,Porcelana,2016,75.0,U.S.A,2,,Venezuela,,,,,2
Caoni (Tulicorp),Esmeraldas,2008,55.0,Ecuador,3,,Ecuador,,,,,4
Caoni (Tulicorp),Los Rios,2008,55.0,Ecuador,3,,Ecuador,,,,,4
Caoni (Tulicorp),Manabi,2008,55.0,Ecuador,3,,Ecuador,,,,,3
Caoni (Tulicorp),Los Rios,2008,77.0,Ecuador,2,,Ecuador,,,,,3
Caoni (Tulicorp),Manabi,2008,77.0,Ecuador,2,,Ecuador,,,,,2
Caoni (Tulicorp),Esmeraldas,2008,77.0,Ecuador,2,,Ecuador,,,,,6
Captain Pembleton,Kulili Estate,2014,70.0,New Zealand,3,,Papua new guinea,,,,,5
Captain Pembleton,"Saidor Estate, Madang P.",2014,70.0,New Zealand,3,,Papua new guinea,,,,,4
Caribeans,Costa Rica,2012,72.0,Costa rica,3,,Costa rica,,,,,3
Caribeans,Costa Rica,2012,80.0,Costa rica,2,,Costa rica,,,,,3
Caribeans,"Antigua, Special Reserve",2015,72.0,Costa rica,3,,Guatemala,,,,,4
Caribeans,Anselmo Paraiso Estate,2015,72.0,Costa rica,3,,Costa rica,,,,,4
Caribeans,"Talamanca, Raul-Kekoldo community",2015,72.0,Costa rica,3,,Costa rica,,,,,4
Carlotta Chocolat,Huila,2016,65.0,Colombia,3,,Colombia,,,,,4
Carlotta Chocolat,"Cesar, CCN51",2016,65.0,Colombia,3,,Colombia,,,,,4
Carlotta Chocolat,Tumaco,2016,65.0,Colombia,3,,Colombia,,,,,4
Carlotta Chocolat,Cordoba,2016,65.0,Colombia,3,,Colombia,,,,,4
Carlotta Chocolat,Arauca,2016,65.0,Colombia,3,,Colombia,,,,,3
Casa,"Ecuador, Vietnam",2018,75.0,U.S.A,2,,Blend,,,,,6
Casa Lasevicius,"Amazon Forest, 2018",2019,65.0,Brazil,3,,Brazil,,,,,4
Casa Lasevicius,"Fazenda Camboa, Bahia, 2018",2019,71.0,Brazil,3,,Brazil,,,,,3
Castronovo,"Conacado, batch 161",2013,73.0,U.S.A,3,,Dominican republic,,,,,4
Castronovo,"Guaniamo, Amazonas, batch 159",2013,70.0,U.S.A,3,,Venezuela,,,,,4
Castronovo,"Nicaragua, batch 164",2013,72.0,U.S.A,3,,Nicaragua,,,,,4
Castronovo,"Bolivia, batch 166",2013,70.0,U.S.A,3,,Bolivia,,,,,3
Castronovo,"Guaniamo, batch 173",2013,72.0,U.S.A,3,,Venezuela,,,,,3
Castronovo,"Tumbes, batch 176",2013,70.0,U.S.A,2,,Peru,,,,,3
Castronovo,"San Martin, batch 155",2013,70.0,U.S.A,2,,Peru,,,,,2
Castronovo,"Sierra Nevada, batch 1",2014,72.0,U.S.A,3,,Colombia,,,,,4
Castronovo,"Arauca, batch 280",2014,76.0,U.S.A,3,,Colombia,,,,,4
Castronovo,Elvesia P.,2014,70.0,U.S.A,2,,Dominican republic,,,,,3
Castronovo,"Duarte, Batch 360",2015,70.0,U.S.A,3,,Dominican republic,,,,,5
Castronovo,"the lost city, gracias a dias, batch 362",2015,72.0,U.S.A,3,,Honduras,,,,,4
Castronovo,"Piaroa, Amazonas, Batch 350",2015,72.0,U.S.A,3,,Venezuela,,,,,4
Castronovo,"Maya Mtn, Batch 454, Heirloom",2016,72.0,U.S.A,4,,Belize,,,,,6
Castronovo,"Patanemo, batch 539",2017,70.0,U.S.A,3,,Venezuela,,,,,4
Castronovo,"Xoconusco, criollo, batch 834",2019,70.0,U.S.A,3,,Mexico,,,,,5
Castronovo,Puerto Rico,2019,70.0,U.S.A,3,,Puerto rico,,,,,4
Cello,Bolivia,2014,70.0,U.S.A,3,,Bolivia,,,,,3
Cello,Peru,2014,70.0,U.S.A,2,,Peru,,,,,3
Cello,Venezuela,2014,70.0,U.S.A,2,,Venezuela,,,,,3
Cello,Ecuador,2014,70.0,U.S.A,2,,Ecuador,,,,,2
Chaleur B,Uganda,2014,70.0,Canada,2,,Uganda,,,,,3
Chapon,"Beni, Cru Sauvage",2017,74.0,France,3,,Bolivia,,,,,3
Chapon,"San Esteban (Chloe, Maria, Patrice)",2018,68.0,France,3,,Venezuela,,,,,4
Charm School,Maya Mtn,2016,70.0,U.S.A,3,,Belize,,,,,4
Chchukululu (Tulicorp),Los Rios,2008,75.0,Ecuador,3,,Ecuador,,,,,3
Chchukululu (Tulicorp),Arriba,2010,55.0,Ecuador,2,,Ecuador,,,,,3
Chequessett,la Amistad,2014,70.0,U.S.A,3,,Costa rica,,,,,4
Chequessett,Ucayali River,2018,72.0,U.S.A,3,,Peru,,,,,3
Chequessett,Costa Esmeraldas,2019,72.0,U.S.A,3,,Ecuador,,,,,4
Chocablog,Ecuador,2015,70.0,U.K,3,,Ecuador,,,,,4
Choco Del Sol,Maya Mountain,2014,82.0,Germany,3,,Belize,,,,,4
Choco Del Sol,Maya Mountain w/ nibs,2014,75.0,Germany,3,,Belize,,,,,3
Choco Dong,"Tawau, Oct. 2015 Harvest",2015,70.0,South Korea,3,,Malaysia,,,,,4
Choco Dong,"Mekong Delta, early 2014 Harvest",2015,70.0,South Korea,2,,Vietnam,,,,,3
Chococard (Lapos),Zorzal,2019,71.0,Hungary,3,,Dominican republic,,,,,4
Chococard (Lapos),La Dalia,2019,72.0,Hungary,2,,Nicaragua,,,,,2
Chocolarder,"Peru + nibs, batch C6",2015,65.0,U.K,2,,Peru,,,,,3
Chocolarder,"Peru, batch C7",2015,65.0,U.K,2,,Peru,,,,,2
Chocolarder,"Dominican Republic, batch 5",2015,80.0,U.K,2,,Dominican republic,,,,,2
Chocolarder,"Ottange Farm, Mava P., Ramena River, Sambirano",2019,74.0,U.K,3,,Madagascar,,,,,3
Chocola'te,Madagascar,2011,70.0,U.S.A,3,,Madagascar,,,,,5
Chocola'te,Venezuela,2011,68.0,U.S.A,3,,Venezuela,,,,,5
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",2016,90.0,U.S.A,2,,Peru,,,,,2
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",2016,80.0,U.S.A,2,,Blend,,,,,2
Chocolate Con Amor,Ecuador,2016,70.0,U.S.A,3,,Ecuador,,,,,4
Chocolate Con Amor,Dominican Republic,2016,60.0,U.S.A,3,,Dominican republic,,,,,3
Chocolate Con Amor,Dominican Republic,2016,75.0,U.S.A,3,,Dominican republic,,,,,3
Chocolate Con Amor,Ocumare,2016,80.0,U.S.A,3,,Venezuela,,,,,3
Chocolate Con Amor,Uganda,2016,70.0,U.S.A,2,,Uganda,,,,,3
Chocolate Con Amor,Nicaragua,2016,80.0,U.S.A,2,,Nicaragua,,,,,3
Chocolate Con Amor,Wild Bolivian,2016,70.0,U.S.A,2,,Bolivia,,,,,2
Chocolate Conspiracy,Peru,2014,74.0,U.S.A,2,,Peru,,,,,3
Chocolate Makers,"Peru, Awagum bar",2015,80.0,Netherlands,3,,Peru,,,,,5
Chocolate Makers,"Congo, Gorilla bar",2015,68.0,Netherlands,3,,Congo,,,,,4
Chocolate Makers,Tres Hombres,2015,75.0,Netherlands,3,,Dominican republic,,,,,4
"Chocolate Tree, The",Madagascar,2012,72.0,Scotland,3,,Madagascar,,,,,4
"Chocolate Tree, The",Peru,2012,68.0,Scotland,2,,Peru,,,,,3
"Chocolate Tree, The",Ecuador,2012,82.0,Scotland,2,,Ecuador,,,,,2
"Chocolate Tree, The",Peru,2013,70.0,Scotland,3,,Peru,,,,,5
"Chocolate Tree, The",Maranon,2015,69.0,Scotland,3,,Peru,,,,,5
"Chocolate Tree, The",Carenero Superior,2015,80.0,Scotland,3,,Venezuela,,,,,5
Chocolatoa,"Idukki Hills, GoGround, batch 0089",2019,70.0,Belgium,3,,India,,,,,3
Chocolats Privilege,Xoconusco,2014,70.0,Canada,2,,Mexico,,,,,2
Chocolibrium,"Monte Grande Plantation, Coatepeque",2018,76.0,U.S.A,2,,Guatemala,,,,,3
Chocolibrium,Ucayali,2018,70.0,U.S.A,2,,Peru,,,,,3
Chocolibrium,"Anamalai, Tamil Nadu",2018,63.0,U.S.A,2,,India,,,,,2
Chocovic,Maragda,2007,70.0,Spain,3,,Blend,,,,,3
Chocovic,"Bolivar, Guaranda",2007,71.0,Spain,2,,Ecuador,,,,,2
Chocovic,Guyave,2007,71.0,Spain,2,,Grenada,,,,,2
Chocovic,Ocumare,2008,71.0,Spain,3,,Venezuela,,,,,4
Chocovic,Kendari,2009,60.0,Spain,3,,Blend,,,,,4
Chocovic,Tarakan,2009,75.0,Spain,3,,Blend,,,,,4
Chocovic,Sambirano,2010,71.0,Spain,3,,Madagascar,,,,,4
Chocovic,Xoconusco,2010,71.0,Spain,3,,Mexico,,,,,4
Chocovivo,Tabasco,2015,65.0,U.S.A,2,,Mexico,,,,,2
Chocovivo,Tabasco,2015,75.0,U.S.A,2,,Mexico,,,,,2
Choklat,Brazilian,2009,70.0,Canada,3,,Brazil,,,,,3
Choklat,Brazilian,2009,80.0,Canada,3,,Brazil,,,,,3
Choklat,Ocumare,2009,70.0,Canada,3,,Venezuela,,,,,3
Choklat,"Porcelana, Tabasco",2009,70.0,Canada,2,,Mexico,,,,,3
Choklat,Ocumare,2009,80.0,Canada,2,,Venezuela,,,,,2
Chokolat Elot (Girard),Guadeloupe,2013,42.0,Martinique,2,,Martinique,,,,,3
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",2016,75.0,Canada,3,,Mexico,,,,,4
Christophe Toury,"Ucayali, batch 1",2018,70.0,Peru,2,,Peru,,,,,3
Christopher Elbow,Ucayali,2018,75.0,U.S.A,3,,Peru,,,,,5
Christopher Elbow,"Fazenda Camboa, 2017 harvest",2019,70.0,U.S.A,4,,Brazil,,,,,6
Christopher Elbow,Oko Caribe,2019,72.0,U.S.A,3,,Dominican republic,,,,,5
Christopher Elbow,"Camino Verde, 2017 harvest",2019,73.0,U.S.A,3,,Ecuador,,,,,4
Christopher Elbow,"Kokoa Kamili, 2017 harvest",2019,72.0,U.S.A,3,,Tanzania,,,,,4
Christopher Elbow,"Hacienda Azul, 2017 harvest",2019,70.0,U.S.A,3,,Costa rica,,,,,4
Christopher Elbow,"Vietnam, Marou 2017 harvest",2019,72.0,U.S.A,3,,Vietnam,,,,,3
Chuao Chocolatier,Choroni,2009,61.0,U.S.A,3,,Venezuela,,,,,3
Chuao Chocolatier (Pralus),Chuao,2010,77.0,U.S.A,2,,Venezuela,,,,,3
Claudio Corallo,"Terreiro Velho P., Sao Tome & Principe",2008,75.0,Sao tome,3,,Blend,,,,,5
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,2008,80.0,Sao tome,3,,Blend,,,,,3
Claudio Corallo,"Terreiro Velho P., Sao Tome & Principe",2010,73.5,Sao tome,3,,Blend,,,,,5
Cloudforest,"Camino Verde P., Balao, Guayas, 2014, batch 1",2015,73.0,U.S.A,3,,Ecuador,,,,,4
Coco,Ucayali,2020,70.0,Canada,3,,Peru,,,,,4
Cocoa Carib,St. Lucia,2019,70.0,St. Lucia,2,,St. lucia,,,,,2
Coleman & Davis,Sambirano,2015,75.0,U.S.A,3,,Madagascar,,,,,3
Condor,Camino Verde,2015,76.0,U.S.A,3,,Ecuador,,,,,4
Confluence,"Tien Giang, 2015, batch 10-2-16",2016,78.0,U.S.A,2,,Vietnam,,,,,3
Coppeneur,"Sambirano, Menava P.",2007,72.0,Germany,3,,Madagascar,,,,,3
Coppeneur,"Porcelana, Tabasco, Mexico",2008,72.0,Germany,3,,Mexico,,,,,3
Coppeneur,"Porcelana, Venezuela",2008,72.0,Germany,3,,Venezuela,,,,,3
Coppeneur,Chuao 70hr,2009,70.0,Germany,3,,Venezuela,,,,,5
Coppeneur,Chuao 100hr,2009,70.0,Germany,3,,Venezuela,,,,,4
Coppeneur,"Porcelana, Apotequil",2009,62.0,Germany,3,,Peru,,,,,4
Coppeneur,"Porcelana, Apotequil",2009,72.0,Germany,3,,Peru,,,,,3
Coppeneur,Grenada,2010,72.0,Germany,3,,Grenada,,,,,4
Coppeneur,Jamaica,2010,72.0,Germany,3,,Jamaica,,,,,4
Coppeneur,Ocumare 61,2010,72.0,Germany,3,,Venezuela,,,,,4
Coppeneur,Chuao,2010,70.0,Germany,3,,Venezuela,,,,,3
Coppeneur,Trinidad,2010,72.0,Germany,3,,Trinidad,,,,,3
Coppeneur,"Los Rios, H. Iara",2010,72.0,Germany,2,,Ecuador,,,,,2
Coppeneur,"Uba Budo, Sao Tome & Principe",2012,72.0,Germany,3,,Blend,,,,,5
Coppeneur,Ghana Puristique,2012,85.0,Germany,3,,Ghana,,,,,4
Coppeneur,Madagascar,2012,70.0,Germany,3,,Madagascar,,,,,4
Coppeneur,"Ecuador, Puristique",2013,65.0,Germany,3,,Ecuador,,,,,4
Coppeneur,Ghana,2017,75.0,Germany,3,,Ghana,,,,,5
Cravve,"Djual Island, batch 1712",2012,75.0,Australia,3,,Papua new guinea,,,,,4
Cravve,"Tanzania, batch a1",2012,75.0,Australia,3,,Tanzania,,,,,4
Cravve,"Bahia, batch a1213",2012,65.0,Australia,3,,Brazil,,,,,4
Cravve,"Namau Village, N. Taileva P., batch a2812",2012,67.0,Australia,3,,Fiji,,,,,4
Cravve,"Vanuatu, batch 2410",2012,64.0,Australia,3,,Vanuatu,,,,,4
Cravve,"Vanuatu, batch 2410",2014,83.0,Australia,2,,Vanuatu,,,,,3
Cravve,"New Ireland, batch 1702",2014,70.0,Australia,2,,Papua new guinea,,,,,2
Creo,"""heirloom"", Arriba Nacional",2016,73.0,U.S.A,3,,Ecuador,,,,,5
Creo,"""heirloom"", Arriba Nacional",2016,85.0,U.S.A,3,,Ecuador,,,,,4
Crow and Moss,"Wampusirpi, batch 41",2020,70.0,U.S.A,3,,Honduras,,,,,4
Crow and Moss,"Zorzal, batch 40",2020,70.0,U.S.A,3,,Dominican republic,,,,,4
Crow and Moss,"Aruaca, batch 39",2020,70.0,U.S.A,3,,Colombia,,,,,4
Daintree,"Daintree Estates, N. Queensland",2011,70.0,Australia,3,,Australia,,,,,4
Daintree,Goodman Estate,2015,70.0,Australia,2,,Australia,,,,,3
Dalloway,"Dominican Republic, batch 7",2017,72.0,U.S.A,2,,Dominican republic,,,,,3
Damson,Los Rios,2015,70.0,U.K,3,,Ecuador,,,,,4
Damson,Robson Estate,2015,70.0,U.K,3,,Trinidad,,,,,3
Damson,O'Payo,2015,70.0,U.K,2,,Nicaragua,,,,,3
Damson,Crayfish Bay aka Non Pariel Estate,2015,70.0,U.K,2,,Grenada,,,,,2
Damson,"Angel Bar, Nicaragua, Madagascar",2018,65.0,U.K,2,,Blend,,,,,2
